"Period" "BE" "DE" "FR" "NL" "RAM_0" "Row" "Num_date"
21 0.1719 -0.09596 0.00654 -0.15005 970.5409 484 20160322
21 -0.00265 0.05853 -0.00631 0.04755 122.1098 500 20160322
21 -0.00226 0.07594 -0.00287 0.04671 158.2923 509 20160322
21 0 0 1 0 5001 528 20160322
22 -0.00265 0.07234 -0.00636 0.04537 156.2697 9 20160322
22 -1 0 0 0 4500 11 20160322
22 0.01389 0.17946 0.08727 -0.08539 722.6485 17 20160322
22 -0.00294 0.0611 -0.00819 0.04993 130.1117 42 20160322
22 -0.00236 0.05959 -0.00426 0.04423 123.1536 52 20160322
22 -0.00268 0.07822 -0.00493 0.0474 167.3082 54 20160322
22 0.13495 -0.1615 -0.0817 -0.19492 908.3342 55 20160322
22 -0.00261 0.0783 -0.00236 0.05526 159.2304 79 20160322
22 0.10261 0.27195 0.17837 0.39763 812.7432 100 20160322
22 -0.00305 0.06309 -0.00902 0.05074 136.1235 132 20160322
22 0 -1 0 0 4400 135 20160322
22 0.01252 0.16843 0.07707 -0.08341 666.5184 145 20160322
22 0 0 0 -1 4250 152 20160322
22 0.01817 0.10783 0.05331 0.32978 789.7805 154 20160322
22 -0.00596 -0.00577 -0.03899 0.02996 132.6427 191 20160322
22 0.04658 -0.04707 -0.06642 -0.02048 265.7341 200 20160322
22 0.08007 0.24053 0.35344 0.16475 1355.7578 205 20160322
22 -0.00216 0.07651 0.00045 0.05082 158.2569 222 20160322
22 -0.00305 0.07691 -0.00902 0.05074 169.2617 224 20160322
22 0.02025 0.25565 0.17076 0.00706 948.4859 340 20160322
22 0.1719 -0.09596 0.00694 -0.15059 900.5463 343 20160322
22 -0.00294 0.07491 -0.00819 0.04993 163.2498 357 20160322
22 -0.04658 0.04707 0.06642 0.02048 542.2659 366 20160322
22 -0.00219 0.06174 -0.00307 0.04318 127.1856 423 20160322
22 0 0 1 0 5001 476 20160322
22 -0.00216 0.09033 0.00045 0.05082 191.3951 483 20160322
22 -0.0067 -0.07676 -0.03281 0.15913 543.6411 508 20160322
23 0.04658 -0.04707 -0.06636 -0.02108 242.7401 8 20160322
23 0 0 1 0 5001 10 20160322
23 -1 0 0 0 4500 23 20160322
23 -0.00305 0.07691 -0.00902 0.05363 167.2328 31 20160322
23 -0.00216 0.07651 4e-04 0.05409 156.2242 48 20160322
23 0.10261 0.27195 0.17795 0.3929 708.7905 72 20160322
23 0.08722 0.26882 0.40519 0.18558 1547.8324 122 20160322
23 0.01389 0.17946 0.087 -0.08672 794.6618 213 20160322
23 -0.0067 -0.07676 -0.03269 0.16907 609.5417 226 20160322
23 0.08007 0.24053 0.35412 0.16684 1334.7369 278 20160322
23 -0.00265 0.05853 -0.00638 0.04801 122.1052 308 20160322
23 -0.00261 0.0783 -0.00239 0.0587 157.196 318 20160322
23 -0.00596 -0.00577 -0.03891 0.03019 132.6404 329 20160322
23 0 0 0 -1 4250 334 20160322
23 0.1719 -0.09596 0.00718 -0.15014 917.5418 386 20160322
23 -0.00294 0.0611 -0.00819 0.05281 129.0829 403 20160322
23 -0.00305 0.06309 -0.00902 0.05363 134.0946 411 20160322
23 0.02025 0.25565 0.17029 0.01495 926.407 445 20160322
23 -0.00294 0.07491 -0.00819 0.05281 161.221 449 20160322
23 -0.00159 0.05061 -0.00128 0.03471 104.159 457 20160322
23 0 -1 0 0 4400 492 20160322
23 0.13495 -0.1615 -0.08143 -0.19503 917.3353 497 20160322
23 0.01252 0.16843 0.07682 -0.08508 740.5351 516 20160322
24 0.04658 -0.04787 -0.06634 -0.02118 260.7331 20 20160322
24 0 0 0 -1 4250 22 20160322
24 0.1719 -0.09354 0.00691 -0.1514 937.5786 39 20160322
24 0.13495 -0.15965 -0.08163 -0.19657 942.3692 41 20160322
24 -0.00294 0.06065 -0.00818 0.053 127.0765 96 20160322
24 -1 0 0 0 4500 104 20160322
24 -0.0067 -0.07682 -0.03278 0.16966 593.5352 195 20160322
24 0.09144 -0.17707 -0.06194 -0.25082 1075.7375 210 20160322
24 0.10261 0.26995 0.1782 0.3884 785.8155 211 20160322
24 -0.00159 0.05245 -0.00126 0.03483 108.1762 219 20160322
24 0 0 1 0 5001 227 20160322
24 0.01389 0.17361 0.08719 -0.08729 856.609 237 20160322
24 -0.00596 -0.00872 -0.03896 0.03042 134.6086 281 20160322
24 0.02025 0.25633 0.17062 0.01441 921.4192 344 20160322
24 -0.00305 0.0627 -0.00901 0.05383 133.0887 363 20160322
24 0 -1 0 0 4400 395 20160322
24 0.01252 0.16244 0.077 -0.0856 802.4804 428 20160322
24 -0.00268 0.06568 -0.00493 0.05039 135.1529 447 20160322
24 0.02475 -0.12844 0.08119 -0.11131 1194.8287 455 20160322
24 -0.00322 -0.01919 -0.01203 0.10212 334.7869 466 20160322
24 0.08722 0.27106 0.40481 0.18696 1531.841 513 20160322
1 -1 0 0 0 4500 29 20160409
1 0 0 1 0 4401 38 20160409
1 0.07337 -0.05919 -0.13648 0 293 70 20160409
1 -0.19276 0.00432 -0.08117 0.12704 876 105 20160409
1 0 -1 0 0 4400 120 20160409
1 -0.12996 0.01739 -0.05308 -0.22272 795 143 20160409
1 0.03926 -0.06933 -0.16035 0 293 155 20160409
1 0.02614 -0.06971 -0.17046 0 293 194 20160409
1 0.07288 -0.05513 -0.13794 0 293 240 20160409
1 -0.14499 0.01503 -0.05722 -0.24095 853 252 20160409
1 0.06275 -0.05487 -0.14588 0 293 274 20160409
1 0.01732 -0.07517 -0.17588 0 293 281 20160409
1 0.03377 -0.00234 0.00989 -0.04005 193 290 20160409
1 -0.11441 -0.00214 0.01802 -0.03049 536 317 20160409
1 -0.28199 -0.03124 -0.10727 -0.28781 922 323 20160409
1 0.02172 -0.07406 -0.17275 0 293 331 20160409
1 0.11441 0.00214 -0.01802 0.03049 274 357 20160409
1 0.05017 -0.01994 0.01854 0.23051 532 380 20160409
1 0.03957 -0.06369 -0.1616 0 293 436 20160409
1 0.27823 -0.00127 0.05491 -0.02331 1011 443 20160409
1 -0.23997 -0.02497 -0.09497 -0.23812 790 458 20160409
1 0.07648 -0.05667 -0.13472 0 293 465 20160409
1 0.02761 -0.06902 -0.1695 0 293 466 20160409
1 0.25126 0.00246 -0.10879 0.08445 564 476 20160409
1 -0.08124 0.01683 -0.03259 0.26427 811 478 20160409
1 0.06622 -0.062 -0.1413 0 293 522 20160409
2 0.25126 0.00246 -0.10886 0.08388 646 34 20160409
2 0 -1 0 0 4400 63 20160409
2 0.11441 0.00214 -0.01805 0.0303 287 65 20160409
2 -0.28199 -0.03124 -0.10727 -0.28558 972 126 20160409
2 0.20502 0.04478 0.27644 0.06466 1167 210 20160409
2 0.27823 -0.00127 0.05493 -0.02352 983 216 20160409
2 0 0 0 -1 4250 222 20160409
2 -0.11441 -0.00214 0.01805 -0.0303 524 259 20160409
2 0.16386 -0.00389 0.07106 -0.11425 867 261 20160409
2 0.03377 -0.00234 0.00992 -0.03955 233 270 20160409
2 -0.14499 0.01503 -0.05725 -0.24335 900 292 20160409
2 0 1 0 0 7000 315 20160409
2 0 0 1 0 4401 325 20160409
2 -0.12996 0.01739 -0.05311 -0.22521 845 339 20160409
2 -0.08124 0.01683 -0.03262 0.25816 884 356 20160409
2 0.10666 0.00077 -0.09373 0.06666 355 410 20160409
2 -0.23997 -0.02497 -0.09499 -0.23616 845 427 20160409
2 0.15391 0.00128 -0.10446 0.07685 441 428 20160409
2 -0.19276 0.00432 -0.08119 0.12544 902 450 20160409
2 0.05017 -0.01994 0.01857 0.23162 534 464 20160409
2 -1 0 0 0 4500 534 20160409
3 -0.23997 -0.02497 -0.09535 -0.22796 909 6 20160409
3 -0.28199 -0.03124 -0.10769 -0.27614 1046 32 20160409
3 0.27823 -0.00127 0.05514 -0.0237 984 44 20160409
3 0.11441 0.00214 -0.01809 0.02957 307 103 20160409
3 0 1 0 0 7000 188 20160409
3 0.15391 0.00128 -0.10497 0.07469 518 215 20160409
3 -0.08124 0.01683 -0.03278 0.23821 1001 228 20160409
3 -1 0 0 0 4500 268 20160409
3 0 0 0 -1 4250 288 20160409
3 -0.11441 -0.00214 0.01809 -0.02957 505 289 20160409
3 0 0 1 0 4401 302 20160409
3 0.16493 -0.00376 0.04122 -0.09537 833 321 20160409
3 -0.19276 0.00432 -0.08154 0.12083 961 326 20160409
3 0.20502 0.04478 0.277 0.06319 1054 348 20160409
3 0.25126 0.00246 -0.10937 0.08177 739 374 20160409
3 -0.12996 0.01739 -0.05334 -0.22074 920 401 20160409
3 0.10666 0.00077 -0.09419 0.06474 425 442 20160409
3 -0.14499 0.01503 -0.0575 -0.23844 979 499 20160409
3 0 -1 0 0 4400 502 20160409
3 0.16386 -0.00389 0.07138 -0.10998 840 512 20160409
3 0.05017 -0.01994 0.01868 0.24814 568 517 20160409
4 -0.11441 -0.00214 0.01804 -0.02957 516 12 20160409
4 -1 0 0 0 4500 22 20160409
4 -0.12996 0.01739 -0.0536 -0.22074 895 53 20160409
4 0.16493 -0.00376 0.04143 -0.09537 858 83 20160409
4 -0.28199 -0.03124 -0.10828 -0.27614 1045 101 20160409
4 0 1 0 0 7000 112 20160409
4 0.27823 -0.00127 0.05536 -0.02369 1006 146 20160409
4 0.10666 0.00078 -0.0948 0.06473 462 147 20160409
4 0.25126 0.00246 -0.11014 0.08177 763 153 20160409
4 0.20502 0.04477 0.27674 0.0632 1186 181 20160409
4 0 0 0 -1 4250 231 20160409
4 0.15391 0.00129 -0.10567 0.07469 552 244 20160409
4 0.11441 0.00214 -0.01804 0.02957 296 263 20160409
4 0 -1 0 0 4400 269 20160409
4 -0.08124 0.01683 -0.03295 0.2382 986 322 20160409
4 -0.14499 0.01504 -0.0578 -0.23844 952 324 20160409
4 -0.23997 -0.02497 -0.09583 -0.22796 910 373 20160409
4 0.16386 -0.00389 0.07177 -0.10997 864 462 20160409
4 0 0 1 0 4401 473 20160409
4 -0.19276 0.00432 -0.08199 0.12083 956 506 20160409
4 0.05017 -0.01995 0.01878 0.24815 569 516 20160409
5 0.10666 0.00078 -0.09487 0.06635 478 72 20160409
5 -0.08124 0.01683 -0.03303 0.25215 1031 77 20160409
5 0 0 0 -1 4250 93 20160409
5 -0.11441 -0.00214 0.01807 -0.03018 507 144 20160409
5 -0.19277 0.00432 -0.08217 0.1247 969 171 20160409
5 0.05018 -0.01995 0.01884 0.2334 538 183 20160409
5 -0.14499 0.01504 -0.05794 -0.24361 931 227 20160409
5 0.25126 0.00246 -0.11065 0.08354 753 272 20160409
5 0.27823 -0.00128 0.05546 -0.02355 1012 275 20160409
5 -0.23997 -0.02496 -0.09606 -0.23484 903 286 20160409
5 -0.28199 -0.03124 -0.10855 -0.28406 1044 305 20160409
5 0 0 1 0 4401 307 20160409
5 0.16386 -0.0039 0.07193 -0.11356 854 329 20160409
5 0 1 0 0 7000 362 20160409
5 0.15391 0.00129 -0.10585 0.0765 562 370 20160409
5 0.11441 0.00214 -0.01807 0.03018 305 393 20160409
5 0.16493 -0.00376 0.04154 -0.09875 850 424 20160409
5 0.20503 0.04476 0.27686 0.06442 1190 448 20160409
5 -0.12996 0.01739 -0.05373 -0.22555 870 469 20160409
5 0 -1 0 0 4400 525 20160409
5 -1 0 0 0 4500 526 20160409
6 0.20503 0.04476 0.27621 0.0649 1098 73 20160409
6 0.25126 0.00246 -0.10989 0.08422 776 80 20160409
6 0.16387 -0.0039 0.07161 -0.11486 844 118 20160409
6 0.10665 0.00078 -0.0946 0.06695 478 121 20160409
6 0 -1 0 0 4400 204 20160409
6 0.27823 -0.00128 0.05524 -0.02355 988 206 20160409
6 0.16493 -0.00376 0.04133 -0.09996 846 239 20160409
6 0 0 0 -1 4250 243 20160409
6 0 0 1 0 4401 247 20160409
6 0.1539 0.00129 -0.10544 0.07719 572 248 20160409
6 -0.11441 -0.00214 0.01798 -0.03042 518 284 20160409
6 -0.28199 -0.03124 -0.10807 -0.28728 1120 320 20160409
6 -0.14499 0.01504 -0.05766 -0.24375 953 338 20160409
6 0.05018 -0.01995 0.01871 0.22911 529 379 20160409
6 0 1 0 0 7000 429 20160409
6 0.11441 0.00214 -0.01798 0.03042 294 457 20160409
6 -0.08125 0.01684 -0.03286 0.26585 922 495 20160409
6 -0.12996 0.01739 -0.05347 -0.22554 889 496 20160409
6 -1 0 0 0 4500 511 20160409
6 -0.23997 -0.02496 -0.09565 -0.23765 971 515 20160409
6 -0.19277 0.00432 -0.08181 0.12609 973 521 20160409
7 0.27823 -0.00127 0.05542 -0.0237 957 42 20160409
7 0.25126 0.00246 -0.11029 0.08177 776 55 20160409
7 -0.08125 0.01683 -0.03301 0.23821 962 97 20160409
7 0 1 0 0 7000 129 20160409
7 0 0 0 -1 4250 140 20160409
7 -1 0 0 0 4500 145 20160409
7 0.16493 -0.00376 0.04148 -0.09537 809 165 20160409
7 -0.12997 0.01739 -0.05367 -0.22073 901 166 20160409
7 0.11441 0.00214 -0.01801 0.02957 306 175 20160409
7 0.20504 0.04478 0.27677 0.06319 1078 186 20160409
7 0.05018 -0.01994 0.01882 0.24814 569 242 20160409
7 -0.19277 0.00432 -0.08213 0.12083 1000 287 20160409
7 -0.14499 0.01503 -0.05788 -0.23844 963 306 20160409
7 -0.28199 -0.03124 -0.10842 -0.27614 1077 314 20160409
7 -0.23997 -0.02497 -0.09595 -0.22796 932 367 20160409
7 0 -1 0 0 4400 381 20160409
7 -0.11441 -0.00214 0.01801 -0.02957 506 390 20160409
7 0.16387 -0.00389 0.07189 -0.10998 798 418 20160409
7 0.1539 0.00128 -0.1059 0.07469 568 460 20160409
7 0 0 1 0 4401 468 20160409
7 0.10665 0.00077 -0.09503 0.06474 468 527 20160409
8 0.25106 0.00185 -0.11031 0.08393 702 21 20160409
8 0.1065 0.00041 -0.09504 0.06671 386 28 20160409
8 -0.13014 0.01693 -0.05373 -0.22782 843 43 20160409
8 0.05001 -0.019 0.01868 0.2281 525 56 20160409
8 0.15374 0.00083 -0.10591 0.07691 484 110 20160409
8 -0.19292 0.00376 -0.08219 0.12567 939 151 20160409
8 0 -1 0 0 4400 159 20160409
8 0.00994 -0.00342 0.00378 0.28562 598 172 20160409
8 -0.11436 -0.00185 0.01812 -0.03033 525 185 20160409
8 0 1 0 0 7000 217 20160409
8 0 0 0 -1 4250 255 20160409
8 0.16399 -0.00341 0.07195 -0.11447 848 311 20160409
8 0.11436 0.00185 -0.01812 0.03033 287 335 20160409
8 0.27835 -0.00088 0.05554 -0.02348 982 340 20160409
8 0 0 1 0 4401 365 20160409
8 -0.0812 0.01616 -0.03294 0.25951 884 411 20160409
8 -0.1452 0.01473 -0.05795 -0.24603 900 413 20160409
8 -0.28243 -0.0309 -0.10873 -0.28699 1012 467 20160409
8 -0.24037 -0.02499 -0.09624 -0.23741 882 498 20160409
8 -1 0 0 0 4500 520 20160409
8 0.20594 0.04178 0.27813 0.06555 1179 524 20160409
8 0.165 -0.0034 0.04152 -0.09962 838 532 20160409
9 0.04629 -0.06518 -0.15676 0 295 5 20160409
9 0.03727 -0.06685 -0.16333 0 295 46 20160409
9 0.03755 -0.06672 -0.16315 0 295 84 20160409
9 0.04365 -0.06434 -0.15903 0 295 88 20160409
9 0.16399 -0.00341 0.07184 -0.11426 913 136 20160409
9 -0.19292 0.00376 -0.08207 0.12544 859 141 20160409
9 0.25106 0.00185 -0.11021 0.08383 604 150 20160409
9 0.15374 0.00083 -0.10573 0.07681 377 158 20160409
9 0.11436 0.00185 -0.01811 0.03029 282 173 20160409
9 -0.11436 -0.00185 0.01811 -0.03029 530 191 20160409
9 0 0 1 0 4401 219 20160409
9 0.03531 -0.068 -0.16456 0 295 224 20160409
9 -1 0 0 0 4500 230 20160409
9 -0.13014 0.01693 -0.05365 -0.22789 805 234 20160409
9 0.00994 -0.00342 0.00377 0.28685 601 277 20160409
9 0.27835 -0.00088 0.05547 -0.02348 990 293 20160409
9 0.0362 -0.06778 -0.16392 0 295 301 20160409
9 0.05308 -0.06291 -0.15207 0 295 385 20160409
9 0.03991 -0.06564 -0.1616 0 295 395 20160409
9 0 0 0 -1 4250 402 20160409
9 -0.0812 0.01616 -0.03289 0.26173 750 423 20160409
9 0 -1 0 0 4400 447 20160409
9 -0.28243 -0.0309 -0.10861 -0.2865 984 481 20160409
9 -0.1452 0.01473 -0.05787 -0.24608 856 497 20160409
9 0.03381 -0.00211 0.00996 -0.03956 243 509 20160409
9 0 1 0 0 7000 510 20160409
9 0.05001 -0.019 0.01864 0.2287 526 533 20160409
10 -0.13014 0.01693 -0.05363 -0.22536 821 10 20160409
10 -0.0812 0.01616 -0.03287 0.26588 710 24 20160409
10 0.07189 -0.07991 -0.18561 0 368 26 20160409
10 0.08063 -0.07549 -0.17998 0 368 27 20160409
10 -0.11436 -0.00185 0.01814 -0.03053 515 86 20160409
10 0.03857 -0.08592 -0.20996 0 368 115 20160409
10 0.04888 -0.08631 -0.20183 0 368 156 20160409
10 0 1 0 0 7000 161 20160409
10 0.028 -0.09196 -0.2166 0 368 167 20160409
10 0.27835 -0.00088 0.05544 -0.02326 953 182 20160409
10 0.06992 -0.07323 -0.18891 0 368 201 20160409
10 -1 0 0 0 4500 207 20160409
10 0.04916 -0.08109 -0.20299 0 368 233 20160409
10 0.03381 -0.00211 0.01012 -0.04013 200 245 20160409
10 -0.19292 0.00376 -0.08202 0.12728 856 251 20160409
10 0 -1 0 0 4400 257 20160409
10 0.20594 0.04178 0.27746 0.06602 1293 267 20160409
10 0.00994 -0.00342 0.00377 0.28794 603 271 20160409
10 0 0 1 0 4401 278 20160409
10 0.11436 0.00185 -0.01814 0.03053 296 285 20160409
10 -0.28243 -0.0309 -0.10863 -0.28929 980 300 20160409
10 0.07991 -0.07488 -0.1807 0 368 327 20160409
10 0.07995 -0.07621 -0.18031 0 368 337 20160409
10 0.25106 0.00185 -0.11047 0.08452 622 371 20160409
10 0.05001 -0.019 0.01863 0.22687 522 400 20160409
10 0 0 0 -1 4250 422 20160409
10 0.03203 -0.09096 -0.21372 0 368 431 20160409
10 0.03746 -0.08649 -0.21067 0 368 477 20160409
10 -0.1452 0.01473 -0.05786 -0.24367 872 486 20160409
11 0 1 0 0 7000 3 20160409
11 0.16399 -0.00341 0.07195 -0.11446 904 47 20160409
11 0.03639 -0.06711 -0.16414 0 295 76 20160409
11 0.15374 0.00083 -0.1059 0.07689 381 82 20160409
11 0.24452 -0.00198 0.08958 -0.0619 1074 90 20160409
11 0.03985 -0.06552 -0.16187 0 295 122 20160409
11 0.27835 -0.00088 0.05555 -0.02345 968 142 20160409
11 0.05001 -0.019 0.01869 0.22855 526 152 20160409
11 0.20594 0.04178 0.27828 0.06554 1303 178 20160409
11 -0.0812 0.01616 -0.03295 0.2583 694 189 20160409
11 -0.19292 0.00376 -0.0822 0.12566 867 192 20160409
11 0 -1 0 0 4400 195 20160409
11 -0.1452 0.01473 -0.05796 -0.24574 831 200 20160409
11 0.03489 -0.06838 -0.16497 0 295 211 20160409
11 0.03381 -0.00211 0.00997 -0.03963 232 254 20160409
11 0.03674 -0.06694 -0.16392 0 295 273 20160409
11 0.04765 -0.06502 -0.15593 0 295 276 20160409
11 0 0 1 0 4401 279 20160409
11 -1 0 0 0 4500 328 20160409
11 0 0 0 -1 4250 353 20160409
11 -0.28243 -0.0309 -0.10874 -0.2868 935 358 20160409
11 0.25106 0.00185 -0.11036 0.08391 628 359 20160409
11 0.0451 -0.06365 -0.15828 0 295 388 20160409
11 0.11436 0.00185 -0.01814 0.03032 291 397 20160409
11 0.05291 -0.063 -0.15237 0 295 408 20160409
11 0.03373 -0.06867 -0.1658 0 295 416 20160409
11 0.00994 -0.00342 0.00378 0.28724 602 432 20160409
11 -0.13014 0.01693 -0.05374 -0.22754 786 445 20160409
11 -0.11436 -0.00185 0.01814 -0.03032 520 483 20160409
12 -0.19292 0.00376 -0.08251 0.12759 881 8 20160409
12 0.04251 -0.06648 -0.16037 0 296 18 20160409
12 -0.0812 0.01616 -0.03308 0.26968 718 48 20160409
12 0.03908 -0.06667 -0.16299 0 296 60 20160409
12 0.11436 0.00185 -0.01813 0.03059 307 68 20160409
12 0.03675 -0.06802 -0.16445 0 296 85 20160409
12 0.04642 -0.06518 -0.15767 0 296 99 20160409
12 0.0362 -0.06816 -0.16484 0 296 104 20160409
12 -0.11436 -0.00185 0.01813 -0.03059 505 106 20160409
12 0.15374 0.00083 -0.10639 0.07773 388 332 20160409
12 0 -1 0 0 4400 342 20160409
12 -0.1452 0.01473 -0.05817 -0.24388 824 350 20160409
12 0.165 -0.0034 0.04167 -0.10136 867 377 20160409
12 0 0 0 -1 4250 382 20160409
12 -0.13014 0.01693 -0.05392 -0.22553 785 386 20160409
12 0.25106 0.00185 -0.11078 0.08469 633 391 20160409
12 0 1 0 0 7000 403 20160409
12 0.03743 -0.06743 -0.16408 0 296 405 20160409
12 0.00994 -0.00342 0.0038 0.28484 597 414 20160409
12 0.16399 -0.00341 0.07223 -0.11626 899 426 20160409
12 0.04134 -0.06589 -0.16144 0 296 433 20160409
12 0.27835 -0.00088 0.05572 -0.02327 982 440 20160409
12 0.05001 -0.019 0.01877 0.22566 520 471 20160409
12 0 0 1 0 4401 484 20160409
12 -0.28243 -0.0309 -0.10912 -0.29011 882 489 20160409
12 0.0376 -0.06734 -0.16396 0 296 523 20160409
13 0.16399 -0.00339 0.07235 -0.11655 964 14 20160409
13 0.05 -0.01899 0.01882 0.22443 517 31 20160409
13 0 0 1 0 4401 134 20160409
13 0.165 -0.00339 0.04175 -0.10162 927 196 20160409
13 0.11436 0.00185 -0.01816 0.03064 292 199 20160409
13 -0.11436 -0.00185 0.01816 -0.03064 521 208 20160409
13 -0.19291 0.00375 -0.08265 0.1279 832 209 20160409
13 -0.08119 0.01615 -0.03314 0.27351 726 220 20160409
13 0.00994 -0.00342 0.0038 0.28172 670 250 20160409
13 0.10651 4e-04 -0.09562 0.06759 301 264 20160409
13 -0.13013 0.01692 -0.05402 -0.22569 766 303 20160409
13 -1 0 0 0 4500 304 20160409
13 0.27835 -0.00086 0.05581 -0.02329 1019 310 20160409
13 0.24451 -0.00196 0.09003 -0.06232 1128 343 20160409
13 0.15375 0.00081 -0.10656 0.07789 398 346 20160409
13 0 0 0 -1 4250 355 20160409
13 0 -1 0 0 4400 369 20160409
13 0 1 0 0 7000 404 20160409
13 -0.14519 0.01471 -0.05827 -0.24408 813 415 20160409
13 0.25107 0.00183 -0.111 0.08485 643 437 20160409
13 -0.28243 -0.03091 -0.10929 -0.29094 989 454 20160409
14 -0.11436 -0.00185 0.01815 -0.03038 503 7 20160409
14 0 -1 0 0 4400 9 20160409
14 0.10651 4e-04 -0.09513 0.06684 353 37 20160409
14 0.165 -0.00339 0.04159 -0.0999 889 52 20160409
14 -0.19291 0.00375 -0.08231 0.12598 895 64 20160409
14 0 1 0 0 7000 69 20160409
14 -0.14519 0.01471 -0.05804 -0.24592 820 75 20160409
14 0 0 0 -1 4250 92 20160409
14 0.11436 0.00185 -0.01815 0.03038 310 109 20160409
14 0.27835 -0.00086 0.05561 -0.02346 1021 116 20160409
14 0.00994 -0.00342 0.00378 0.28417 595 128 20160409
14 0.25107 0.00183 -0.11059 0.08408 698 148 20160409
14 0.15375 0.00081 -0.10606 0.07706 454 225 20160409
14 -0.28243 -0.03091 -0.10891 -0.28765 958 232 20160409
14 0.05 -0.01899 0.01872 0.22732 523 352 20160409
14 0 0 1 0 4401 406 20160409
14 0.16399 -0.00339 0.07205 -0.11476 918 421 20160409
14 -0.08119 0.01615 -0.03299 0.26216 702 452 20160409
14 -0.13013 0.01692 -0.05381 -0.22768 777 503 20160409
15 -0.28243 -0.03091 -0.10907 -0.29006 1025 4 20160409
15 0.25142 0.00183 -0.1114 0.0849 734 39 20160409
15 0.15373 0.00081 -0.10635 0.07772 533 79 20160409
15 -0.13013 0.01692 -0.0539 -0.22552 857 117 20160409
15 0 -1 0 0 4400 119 20160409
15 0 0 1 0 4401 125 20160409
15 0.10622 0.00039 -0.09485 0.06723 434 135 20160409
15 -0.11436 -0.00185 0.01821 -0.03058 507 179 20160409
15 -1 0 0 0 4500 198 20160409
15 0.16409 -0.00339 0.07226 -0.11624 884 236 20160409
15 0 1 0 0 7000 344 20160409
15 0 0 0 -1 4250 409 20160409
15 0.11436 0.00185 -0.01821 0.03058 305 417 20160409
15 -0.14519 0.01471 -0.05814 -0.24387 906 420 20160409
15 -0.08119 0.01615 -0.03305 0.26944 740 475 20160409
15 0.16514 -0.00339 0.04153 -0.10125 879 479 20160409
15 0.00994 -0.00342 0.00379 0.28504 682 480 20160409
15 -0.19291 0.00375 -0.08241 0.12757 914 491 20160409
15 0.05 -0.01899 0.01876 0.22573 520 504 20160409
15 0.27835 -0.00087 0.05568 -0.02327 1016 528 20160409
16 -1 0 0 0 4500 16 20160409
16 0 0 1 0 4401 17 20160409
16 -0.28243 -0.03091 -0.10901 -0.27976 1056 114 20160409
16 0 0 0 -1 4250 137 20160409
16 0.20591 0.04182 0.27845 0.06445 1324 157 20160409
16 0.11436 0.00185 -0.01815 0.02977 295 164 20160409
16 0.15373 0.00081 -0.10653 0.07528 544 174 20160409
16 0.16409 -0.00339 0.07229 -0.11127 906 212 20160409
16 -0.11436 -0.00185 0.01815 -0.02977 517 218 20160409
16 -0.19291 0.00375 -0.08243 0.12222 877 258 20160409
16 -0.08119 0.01615 -0.03304 0.24705 671 282 20160409
16 0 1 0 0 7000 309 20160409
16 0.10622 0.00039 -0.09517 0.06506 475 312 20160409
16 -0.14519 0.01472 -0.05811 -0.24076 919 378 20160409
16 0.05 -0.01899 0.01875 0.242 588 387 20160409
16 0.27835 -0.00087 0.05568 -0.02357 994 430 20160409
16 0.25142 0.00183 -0.11103 0.08255 644 435 20160409
16 -0.13013 0.01692 -0.05387 -0.22288 873 507 20160409
16 0.28209 0.00133 -0.06085 0.05162 812 508 20160409
16 0 -1 0 0 4400 529 20160409
17 0 0 -1 0 4476 57 20160409
17 0.04999 -0.01898 0.01867 0.2322 587 66 20160409
17 0.15377 0.00078 -0.10636 0.07674 532 131 20160409
17 0 1 0 0 7000 203 20160409
17 0.25147 0.0018 -0.11051 0.08398 650 229 20160409
17 -1 0 0 0 4500 260 20160409
17 0.28212 0.00132 -0.06041 0.05261 823 262 20160409
17 -0.1301 0.01691 -0.05372 -0.22412 863 294 20160409
17 0 0 1 0 4401 298 20160409
17 0.11437 0.00185 -0.01808 0.03027 292 299 20160409
17 0 0 0 -1 4250 308 20160409
17 -0.11437 -0.00185 0.01808 -0.03027 520 334 20160409
17 0.16406 -0.00338 0.07213 -0.11411 944 392 20160409
17 0 -1 0 0 4400 419 20160409
17 0.10626 0.00037 -0.09512 0.06636 461 438 20160409
17 -0.19287 0.00373 -0.08224 0.12528 861 444 20160409
17 -0.28239 -0.03093 -0.10874 -0.28625 1058 446 20160409
17 -0.14516 0.0147 -0.05794 -0.2423 908 449 20160409
17 0.27833 -0.00085 0.05556 -0.02349 998 490 20160409
17 -0.08118 0.01614 -0.03294 0.27132 721 500 20160409
18 -0.12992 0.01694 -0.05353 -0.22132 907 11 20160409
18 0 0 1 0 4401 59 20160409
18 0.16381 -0.00349 0.07168 -0.11388 892 78 20160409
18 -0.08122 0.01615 -0.03291 0.26987 718 123 20160409
18 -0.14494 0.01474 -0.05772 -0.23941 957 139 20160409
18 0.2782 -0.00096 0.0553 -0.02354 943 154 20160409
18 0.20486 0.04075 0.27679 0.06448 1203 163 20160409
18 0 -1 0 0 4400 187 20160409
18 -1 0 0 0 4500 202 20160409
18 -0.11442 -0.0019 0.01804 -0.03023 510 256 20160409
18 0 0 0 -1 4250 266 20160409
18 -0.28193 -0.03063 -0.10813 -0.28474 1126 313 20160409
18 0.25133 0.00198 -0.10989 0.0837 696 360 20160409
