"Period" "BE" "DE" "FR" "NL" "RAM_0" "Row" "Num_date"
16 -0.00268 0.05952 -0.00399 0.05818 109.14152 460 20151210
16 -0.00397 -0.04735 -0.04455 0.01063 118.0916 461 20151210
16 0.0036 0.07424 0.02868 -0.00545 202.508 466 20151210
16 0.12095 -0.17798 -0.09618 -0.21372 1195.11556 487 20151210
16 -0.00434 -0.0634 -0.05403 0.00723 147.57584 507 20151210
16 0.0063 0.07432 0.03304 -0.17944 758.92632 584 20151210
16 -0.00399 -0.03997 -0.04252 0.01433 112.89904 664 20151210
17 0.00825 -0.05968 0.0045 -0.0427 232.2026 4 20151210
17 -0.00522 -0.06061 -0.05591 0.0125 149.52764 39 20151210
17 0.00632 0.07429 0.03299 -0.17992 699.93692 92 20151210
17 -0.00448 -0.04652 -0.04804 0.01549 126.61024 113 20151210
17 0.00496 0.09349 0.04143 -0.01104 266.9974 130 20151210
17 -1 0 0 0 4500 138 20151210
17 -0.00315 -0.02695 -0.01224 0.10831 287.17912 164 20151210
17 -0.00308 0.06194 -0.00656 0.06376 119.87608 179 20151210
17 0.00603 0.07688 0.03423 -0.12803 547.90388 217 20151210
17 -0.00322 0.06246 -0.01182 0.05814 127.59072 260 20151210
17 -0.00295 0.04967 -0.00827 0.05416 106.88232 277 20151210
17 -0.00295 0.06171 -0.00827 0.05416 124.08632 279 20151210
17 0 -1 0 0 4400 328 20151210
17 -0.0027 0.01944 -0.01615 0.03867 98.61424 354 20151210
17 0 0 1 0 5301 362 20151210
17 -0.00437 -0.06336 -0.05391 0.00699 146.61092 382 20151210
17 -0.00257 0.04785 -0.00676 0.04913 95.0576 394 20151210
17 -0.00409 -0.03791 -0.04259 0.01566 115.05 435 20151210
17 -0.00267 0.05951 -0.00398 0.05804 109.14672 456 20151210
17 0.01837 0.11418 0.0574 0.31585 635.98556 458 20151210
17 0.01236 0.07282 0.04608 0.11496 223.1676 479 20151210
17 0.12049 -0.17759 -0.09481 -0.21271 1240.3496 496 20151210
17 0.0046 0.08474 0.03393 -0.02898 279.14544 506 20151210
17 -0.00318 0.06014 -0.01158 0.05736 123.41808 509 20151210
17 -0.00399 -0.04733 -0.04444 0.01042 118.12032 512 20151210
17 -0.00188 0.03998 -0.00391 0.03782 76.0368 526 20151210
17 0.02034 -0.14697 0.07841 -0.10842 863.41788 611 20151210
17 0.04406 -0.04903 -0.06791 -0.02344 228.4946 630 20151210
17 -0.004 -0.04072 -0.04256 0.01354 111.85888 637 20151210
17 -0.00213 -0.00284 -0.01961 0.01855 71.83876 674 20151210
17 0.00349 0.07701 0.02918 0.00088 196.56008 690 20151210
18 -0.00406 -0.03939 -0.04287 0.01565 115.86372 155 20151210
18 0.0035 0.07701 0.02927 -0.00354 205.78132 156 20151210
18 -0.27413 -0.09651 -0.17353 0 563.67576 160 20151210
18 -0.00214 -0.00271 -0.01969 0.01851 71.8458 178 20151210
18 0.02034 -0.14614 0.07769 -0.10749 928.36984 222 20151210
18 -0.00282 0.04527 -0.00913 0.04919 99.55532 230 20151210
18 -0.00307 0.06202 -0.0064 0.06102 117.03308 261 20151210
18 0.00363 0.0743 0.02874 -0.0088 209.67684 289 20151210
18 0.0184 0.11405 0.05758 0.37272 719.25924 290 20151210
18 0.00497 0.09348 0.04156 -0.01501 275.20084 296 20151210
18 -0.27879 -0.10118 -0.19286 0 563.69068 316 20151210
18 0 0 0 -1 4250 319 20151210
18 -1 0 0 0 4500 325 20151210
18 0.00632 0.0741 0.03309 -0.16857 725.38512 381 20151210
18 -0.00315 -0.02759 -0.01243 0.1002 272.4816 412 20151210
18 0 0 1 0 5301 418 20151210
18 -0.00293 0.04981 -0.00808 0.05179 102.02944 432 20151210
18 -0.00524 -0.06047 -0.05615 0.01415 153.43708 446 20151210
18 -0.00404 -0.03978 -0.04269 0.01529 114.86016 451 20151210
18 -0.28313 -0.11843 -0.21813 0 563.67976 474 20151210
18 -0.00439 -0.0631 -0.05417 0.00878 149.52324 521 20151210
18 0.00604 0.07688 0.0344 -0.12179 564.62304 533 20151210
18 0 -1 0 0 4400 538 20151210
18 -0.00323 0.05086 -0.01184 0.05609 116.52844 541 20151210
18 -0.26946 -0.09576 -0.15631 0 564.01392 543 20151210
18 0.04407 -0.04907 -0.06776 -0.02304 233.48768 555 20151210
18 -0.00266 0.05968 -0.00379 0.05545 111.30912 561 20151210
18 -0.28327 -0.12286 -0.22112 0 563.90204 568 20151210
18 0.0046 0.08471 0.03403 -0.03141 284.27108 614 20151210
18 -0.00317 0.06011 -0.0116 0.05493 124.5276 627 20151210
18 -0.0045 -0.04634 -0.04826 0.01675 129.5448 654 20151210
18 -0.00323 0.0629 -0.01184 0.05609 130.73244 675 20151210
18 0.12054 -0.17729 -0.09507 -0.21384 1228.39404 684 20151210
18 0.01084 0.16378 0.07765 -0.08564 682.94224 686 20151210
19 0.02034 -0.14614 0.07716 -0.10863 959.36096 18 20151210
19 -0.00323 0.06291 -0.01181 0.05843 128.62472 60 20151210
19 0.01084 0.16378 0.07777 -0.08457 623.90528 62 20151210
19 -1 0 0 0 4500 74 20151210
19 0.0072 0.11221 0.04877 -0.05646 414.54508 96 20151210
19 0.00364 0.07431 0.02881 -0.00637 204.56788 105 20151210
19 0 0 1 0 5301 119 20151210
19 -0.31273 -0.13496 -0.25928 0 613.17996 133 20151210
19 -0.31158 -0.14231 -0.25924 0 613.25196 146 20151210
19 -0.30507 -0.14203 -0.2357 0 612.98504 166 20151210
19 0.00604 0.07688 0.03448 -0.12792 500.92688 171 20151210
19 -0.00439 -0.0631 -0.05427 0.00743 146.57604 188 20151210
19 -0.00214 -0.0027 -0.01972 0.01879 71.82976 201 20151210
19 -0.00524 -0.06046 -0.05622 0.01293 150.48824 215 20151210
19 0 -1 0 0 4444 220 20151210
19 -0.00307 0.06202 -0.00636 0.06378 119.9054 245 20151210
19 -0.27355 -0.08334 -0.17554 0 556.6518 259 20151210
19 -0.0045 -0.04634 -0.04833 0.01595 127.5748 272 20151210
19 -0.00185 0.03967 -0.00363 0.03738 75.05536 291 20151210
19 -0.29313 -0.10912 -0.1744 0 612.57836 293 20151210
19 -0.29073 -0.09562 -0.15819 0 613.46076 334 20151210
19 0.12054 -0.1773 -0.09524 -0.21389 1335.37504 351 20151210
19 0.00497 0.09348 0.04165 -0.01246 270.08924 378 20151210
19 -0.29677 -0.12636 -0.19711 0 612.75524 379 20151210
19 -0.00269 0.01983 -0.01603 0.03874 98.66256 395 20151210
19 0.04407 -0.04907 -0.06779 -0.02353 246.5076 408 20151210
19 -0.0025 0.04886 -0.00619 0.04961 95.19192 419 20151210
19 -0.00406 -0.03938 -0.04293 0.01497 114.89016 450 20151210
19 0.00633 0.07411 0.03318 -0.17895 637.89344 523 20151210
19 -0.00317 0.06012 -0.01158 0.05722 123.42108 542 20151210
19 -0.00314 -0.02758 -0.01242 0.10681 286.1648 585 20151210
19 -0.00266 0.05968 -0.00375 0.05802 109.19056 608 20151210
19 -0.29741 -0.09097 -0.17956 0 612.51032 620 20151210
19 0.0035 0.07702 0.02935 -0.00075 200.658 645 20151210
19 0.00461 0.08472 0.03411 -0.03025 281.22428 672 20151210
19 -0.00269 0.04574 -0.00785 0.05032 99.67932 681 20151210
20 -0.00204 0.03765 -0.0043 0.04088 77.63764 1 20151210
20 -0.29783 -0.11065 -0.18011 0 619.54856 5 20151210
20 0.12054 -0.17729 -0.09542 -0.21255 1408.29012 8 20151210
20 -0.00448 -0.04643 -0.04837 0.01554 127.57724 16 20151210
20 -0.00397 -0.03991 -0.04232 0.01362 110.95968 33 20151210
20 0.00351 0.07694 0.02946 -0.00023 198.63652 34 20151210
20 -0.07754 0.22849 0.10073 0.28429 954.62756 46 20151210
20 -0.29936 -0.11868 -0.19009 0 619.81112 102 20151210
20 0.04407 -0.04908 -0.06775 -0.02344 238.50708 122 20151210
20 -0.00258 0.04826 -0.00662 0.04929 95.10944 129 20151210
20 -0.00438 -0.06318 -0.05437 0.00709 146.57064 158 20151210
20 -0.30534 -0.09922 -0.20066 0 619.51728 167 20151210
20 0.00963 -0.04158 -0.08817 -0.02155 213.63964 203 20151210
20 -0.00326 0.06317 -0.01191 0.05878 129.62708 225 20151210
20 -0.00296 0.05003 -0.00811 0.0543 106.93252 243 20151210
20 -0.3051 -0.1347 -0.21971 0 619.642 256 20151210
20 -0.00296 0.06207 -0.00811 0.0543 124.13652 311 20151210
20 -0.00399 -0.04727 -0.04478 0.01046 117.0836 314 20151210
20 0.00453 0.08799 0.03738 -0.01131 252.04832 324 20151210
20 -0.00268 0.05995 -0.00376 0.05826 110.20828 346 20151210
20 0 -1 0 0 4595 357 20151210
20 -0.00213 -0.00274 -0.01973 0.01857 71.8334 406 20151210
20 -0.2739 -0.11576 -0.18322 0 563.5484 449 20151210
20 0.00605 0.07678 0.03457 -0.12784 521.92212 457 20151210
20 -0.00315 -0.02752 -0.01247 0.10714 286.15068 462 20151210
20 0 0 1 0 5301 468 20151210
20 0.00498 0.09346 0.0418 -0.01188 269.07568 484 20151210
20 -0.00308 0.06224 -0.00637 0.0639 119.92216 508 20151210
20 -0.00184 0.03965 -0.0036 0.03719 75.06436 517 20151210
20 -0.30132 -0.10177 -0.18768 0 620.12844 525 20151210
20 0.00633 0.07406 0.03327 -0.17923 671.91268 529 20151210
20 -0.00319 0.06031 -0.01166 0.05743 124.42384 559 20151210
20 0.01086 0.16368 0.07801 -0.08356 621.87216 574 20151210
20 0.02034 -0.14617 0.07656 -0.10808 1091.25956 575 20151210
20 -0.31254 -0.13236 -0.24513 0 620.10528 612 20151210
20 -1 0 0 0 4500 665 20151210
20 -0.31209 -0.13702 -0.24612 0 620.44308 669 20151210
20 0.00462 0.08464 0.03423 -0.02974 280.20448 688 20151210
21 0.01086 0.16368 0.0778 -0.08619 675.9732 27 20151210
21 -0.27884 -0.09444 -0.17392 0 573.64608 30 20151210
21 -0.00399 -0.04727 -0.04465 0.01172 120.03872 57 20151210
21 -0.00308 0.06224 -0.00644 0.06015 118.09376 79 20151210
21 -0.30626 -0.13264 -0.20701 0 630.57152 106 20151210
21 -0.00315 -0.02752 -0.01245 0.09741 265.62012 109 20151210
21 -0.00204 0.03765 -0.00435 0.03851 72.7454 127 20151210
21 -0.00213 -0.00274 -0.01967 0.0182 70.85836 180 20151210
21 -0.00268 0.05995 -0.00383 0.05475 112.36836 206 20151210
21 0.00605 0.07678 0.03446 -0.11925 485.4966 214 20151210
21 -0.2883 -0.12851 -0.22698 0 574.499 250 20151210
21 -0.00438 -0.06318 -0.05418 0.00894 149.50464 270 20151210
21 -0.00319 0.06031 -0.01169 0.05433 125.56904 282 20151210
21 0.04407 -0.04908 -0.0678 -0.02278 241.4694 302 20151210
21 -0.00296 0.06206 -0.00817 0.05125 126.27472 339 20151210
21 -0.27716 -0.1131 -0.17833 0 573.96192 385 20151210
21 -0.07754 0.22849 0.10037 0.28446 918.5762 391 20151210
21 -0.00284 0.04547 -0.00923 0.04871 98.5898 411 20151210
21 -0.27584 -0.10589 -0.16955 0 573.50948 421 20151210
21 -0.28218 -0.12735 -0.20435 0 574.27796 423 20151210
21 -0.00258 0.04826 -0.00667 0.04652 94.2364 431 20151210
21 0 0 1 0 5301 436 20151210
21 -1 0 0 0 4500 472 20151210
21 -0.00326 0.05113 -0.01194 0.0556 115.57212 480 20151210
21 0.00351 0.07694 0.02934 -0.00484 208.8434 490 20151210
21 0.00963 -0.04158 -0.08803 -0.02106 232.63292 502 20151210
21 -0.28244 -0.09263 -0.18583 0 574.01708 505 20151210
21 0.12054 -0.17729 -0.09516 -0.21253 1444.32036 513 20151210
21 -0.00326 0.06316 -0.01194 0.0556 131.77512 539 20151210
21 -0.004 -0.0406 -0.04273 0.01459 113.80008 560 20151210
21 -0.00409 -0.03782 -0.04276 0.01656 116.9954 590 20151210
21 -0.28857 -0.12442 -0.22564 0 574.11524 591 20151210
21 0 -1 0 0 4400 628 20151210
21 0.00633 0.07405 0.03316 -0.16421 589.17752 670 20151210
21 -0.00263 0.04762 -0.00696 0.04793 93.07852 676 20151210
21 0.02034 -0.14617 0.07762 -0.10654 1098.31284 680 20151210
21 -0.00448 -0.04643 -0.04824 0.01664 129.54004 682 20151210
22 -0.28706 -0.12136 -0.19395 0 589.96432 3 20151210
22 0.12054 -0.17729 -0.09503 -0.21131 1416.2774 48 20151210
22 0 0 1 0 5301 50 20151210
22 -0.07754 0.22849 0.10017 0.28297 970.62372 70 20151210
22 -0.00184 0.03965 -0.00367 0.03295 78.25948 75 20151210
22 -0.00326 0.05113 -0.01196 0.05259 109.7142 82 20151210
22 0 -1 0 0 4400 89 20151210
22 -0.00284 0.04547 -0.00925 0.04603 93.71604 108 20151210
22 -0.00271 0.01995 -0.0161 0.03544 91.828 118 20151210
22 0.00633 0.07405 0.03311 -0.14877 560.4304 190 20151210
22 -0.00268 0.05995 -0.00387 0.05146 113.52148 202 20151210
22 -0.00523 -0.0605 -0.05606 0.01561 156.37308 218 20151210
22 -0.00319 0.06031 -0.0117 0.0514 127.70848 228 20151210
22 -0.00316 -0.02765 -0.01249 0.08752 246.07876 249 20151210
22 -0.00326 0.06316 -0.01196 0.05259 133.9172 303 20151210
22 -0.28764 -0.12795 -0.19974 0 589.71028 330 20151210
22 -0.28643 -0.12371 -0.19303 0 589.73136 336 20151210
22 -0.00213 -0.00274 -0.01964 0.01779 69.88164 343 20151210
22 -0.00319 0.04828 -0.0117 0.0514 107.50548 387 20151210
22 0.04407 -0.04908 -0.06784 -0.02209 264.43148 414 20151210
22 -0.00438 -0.06318 -0.05409 0.0105 154.44056 443 20151210
22 -0.29359 -0.12743 -0.22082 0 590.25608 465 20151210
22 -0.28705 -0.12681 -0.19696 0 590.0564 493 20151210
22 -0.29346 -0.12829 -0.2208 0 590.15012 545 20151210
22 0.00351 0.07694 0.02929 -0.01005 219.08748 587 20151210
22 -1 0 0 0 4500 601 20151210
22 -0.29203 -0.11855 -0.21021 0 590.14896 619 20151210
22 -0.00308 0.06224 -0.00647 0.05662 120.2596 624 20151210
22 -0.00448 -0.04643 -0.04817 0.01751 130.50668 642 20151210
22 -0.00296 0.05003 -0.0082 0.04838 100.20588 653 20151210
22 0.02034 -0.14617 0.07817 -0.10458 875.28476 661 20151210
23 0.12054 -0.17729 -0.09496 -0.2131 1255.37172 36 20151210
23 -0.00268 0.05995 -0.00389 0.04766 136.70148 42 20151210
23 0.01206 0.22379 0.14142 -0.00218 988.37972 47 20151210
23 -0.29977 -0.13762 -0.24534 0 592.35764 83 20151210
23 -0.00438 -0.06318 -0.05403 0.0131 159.32296 120 20151210
23 -0.00534 -0.02982 -0.04726 0.02946 147.8512 132 20151210
23 -0.28225 -0.11331 -0.16879 0 591.9612 134 20151210
23 -0.29939 -0.14467 -0.24794 0 592.27528 151 20151210
23 -0.00418 -0.03617 -0.04268 0.02014 124.01364 162 20151210
23 -1 0 0 0 4500 189 20151210
23 -0.00914 -0.0282 -0.06028 0.04727 205.24952 255 20151210
23 0.02034 -0.14617 0.07858 -0.10351 644.2826 267 20151210
23 -0.28775 -0.1011 -0.18169 0 591.5802 284 20151210
23 0 0 1 0 5301 294 20151210
23 0.00605 0.07678 0.03437 -0.09804 473.46772 298 20151210
23 -0.00448 -0.04643 -0.04814 0.01922 135.4282 309 20151210
23 -0.00326 0.06316 -0.01197 0.04928 136.07488 349 20151210
23 0.00351 0.07694 0.02925 -0.02239 308.675 360 20151210
23 -0.29196 -0.10626 -0.19972 0 591.62472 366 20151210
23 -0.28678 -0.13469 -0.19705 0 592.21116 376 20151210
23 -0.29567 -0.15254 -0.23896 0 591.92604 424 20151210
23 -0.00296 0.05003 -0.00822 0.04513 102.35948 464 20151210
23 0.00633 0.07405 0.03307 -0.12292 519.1848 476 20151210
23 0.01086 0.16368 0.07763 -0.10302 782.76064 527 20151210
23 -0.00326 0.05113 -0.01197 0.04928 107.87188 535 20151210
23 -0.28017 -0.09806 -0.15278 0 592.04964 564 20151210
23 -0.00319 0.04828 -0.01172 0.04818 101.65764 581 20151210
23 -0.04407 0.04908 0.06785 0.0214 572.60284 599 20151210
23 -0.00315 -0.02752 -0.01243 0.07002 209.93724 673 20151210
23 0.04407 -0.04908 -0.06785 -0.0214 288.39716 677 20151210
24 -0.31476 -0.11596 -0.21585 0 638.64072 20 20151210
24 0.12358 0.19828 0.14466 0 445.93144 76 20151210
24 -0.00326 0.05041 -0.01193 0.04956 105.79124 97 20151210
24 -0.00942 -0.0316 -0.06184 0.04919 212.67832 116 20151210
24 -0.27782 -0.11101 -0.16809 0 581.51324 148 20151210
24 0.12225 0.17882 0.14176 0 398.8662 150 20151210
24 -0.28155 -0.12869 -0.1914 0 581.5896 221 20151210
24 0.02034 -0.1453 0.07751 -0.10442 692.28488 229 20151210
24 0.1153 0.19467 0.14553 0 446.099 237 20151210
24 -0.32144 -0.15064 -0.2593 0 639.10768 305 20151210
24 0 0 1 0 5301 306 20151210
24 0 -1 0 0 4400 326 20151210
24 -0.00319 0.0476 -0.01168 0.04846 101.581 342 20151210
24 -0.00418 -0.03856 -0.04268 0.02037 124.7636 359 20151210
24 -0.31735 -0.1579 -0.24867 0 638.9538 375 20151210
24 0.04407 -0.04969 -0.06782 -0.02155 272.34696 380 20151210
24 0.13329 0.19779 0.16078 0 446.14672 422 20151210
24 0.12875 0.19591 0.16092 0 445.7564 428 20151210
24 -0.32158 -0.14422 -0.25621 0 639.14456 430 20151210
24 -0.00438 -0.06628 -0.05407 0.01333 167.99712 440 20151210
24 0.00351 0.0692 0.02928 -0.02269 288.919 495 20151210
24 0.103 0.17353 0.13255 0 398.543 499 20151210
24 -0.30302 -0.10765 -0.16902 0 639.07204 510 20151210
24 0.00963 -0.04223 -0.08708 -0.0202 270.64064 518 20151210
24 -0.31003 -0.10948 -0.19524 0 638.94836 544 20151210
24 -0.00315 -0.01983 -0.01243 0.07031 189.69232 570 20151210
24 -0.00448 -0.04958 -0.04815 0.01946 140.10048 605 20151210
24 0.12054 -0.17581 -0.09501 -0.21508 1297.60876 668 20151210
24 -1 0 0 0 4500 683 20151210
1 0.0207 0.00308 0.01104 0.11571 246.7941 19 20160203
1 0.16473 0.23838 0.1764 0 538.0036 34 20160203
1 -0.29311 0.00705 -0.11994 0.06355 1310.7049 48 20160203
1 0.14129 0.23004 0.17177 0 537.8831 67 20160203
1 -0.07606 0.02234 -0.03566 0.30671 818.7363 80 20160203
1 0.26642 -0.00734 0.10718 -0.07564 1125.5378 120 20160203
1 0.27546 0.03687 0.12161 0.28631 901.6582 121 20160203
1 0.29209 -0.00484 0.0765 -0.04039 1116.5421 138 20160203
1 0.18187 0.2399 0.19379 0 537.8601 151 20160203
1 -1 0 0 0 4500 214 20160203
1 0.05557 0.00383 -0.1036 0.07283 731.3843 236 20160203
1 0.13949 0.20186 0.14938 0 455.5434 300 20160203
1 -0.10234 -0.00372 0.01483 -0.02983 440.0756 318 20160203
1 -0.16358 0.00787 -0.08323 0.12672 851.7225 334 20160203
1 0.13926 0.22573 0.18235 0 537.6911 384 20160203
1 0.17211 0.23337 0.20119 0 537.6555 396 20160203
1 -0.0449 0.02633 -0.0185 -0.06087 303.3203 410 20160203
1 0.12568 0.19931 0.1394 0 455.5922 434 20160203
1 0.16808 -0.00803 0.0829 -0.12481 1002.2585 438 20160203
1 0.05319 -0.00343 0.02726 0.14087 328.2501 446 20160203
1 0.18146 0.03847 0.20429 0.0635 732.0915 473 20160203
1 -0.10247 -0.00254 -0.00318 -0.01742 440.1552 556 20160203
1 0.19722 0.04792 0.25293 0.0689 929.7401 578 20160203
1 0 -1 0 0 4400 601 20160203
1 0 0 -1 0 5767 618 20160203
1 0.15712 0.22736 0.20032 0 537.544 653 20160203
1 0 0 1 0 5601 661 20160203
1 0.10234 0.00372 -0.01483 0.02983 424.9244 728 20160203
2 0.29209 -0.00484 0.07712 -0.04036 1114.5356 57 20160203
2 0.10234 0.00372 -0.0146 0.03037 412.9167 74 20160203
2 0.13919 0.22377 0.15687 0 513.9067 88 20160203
2 0.05557 0.00383 -0.10507 0.0745 877.3823 116 20160203
2 0.19722 0.04792 0.25236 0.07017 1022.7331 170 20160203
2 0.13353 0.21935 0.16312 0 513.7558 179 20160203
2 0 1 0 0 7000 199 20160203
2 0.26642 -0.00734 0.1082 -0.07655 1097.5367 202 20160203
2 -0.29311 0.00705 -0.1211 0.06366 1351.7154 268 20160203
2 0.05319 -0.00343 0.0275 0.13829 322.2735 342 20160203
2 0 0 -1 0 6189 358 20160203
2 0.27546 0.03687 0.12297 0.29362 793.5715 398 20160203
2 -0.07606 0.02234 -0.03603 0.32901 882.517 409 20160203
2 0.18146 0.03847 0.20385 0.06468 841.0841 412 20160203
2 0.1603 0.22208 0.18918 0 513.5498 432 20160203
2 -1 0 0 0 4500 435 20160203
2 0 0 1 0 5601 453 20160203
2 0.16808 -0.00803 0.08382 -0.12865 946.2877 460 20160203
2 0.1533 0.22698 0.16521 0 513.8875 466 20160203
2 0.16994 0.22845 0.1821 0 513.748 467 20160203
2 -0.0449 0.02633 -0.01869 -0.06374 340.3509 491 20160203
2 0.14609 0.21631 0.18859 0 514.4403 514 20160203
2 0.12878 0.21473 0.17116 0 513.583 563 20160203
2 -0.16358 0.00787 -0.08419 0.13071 948.6922 631 20160203
2 0.02064 0.00313 0.01111 0.10822 230.8693 638 20160203
2 -0.10234 -0.00372 0.0146 -0.03037 452.0833 650 20160203
2 0 -1 0 0 4400 717 20160203
3 0 0 -1 0 5337 1 20160203
3 0.29209 -0.00484 0.07719 -0.04039 1094.5352 22 20160203
3 0 0 1 0 5601 41 20160203
3 -0.07606 0.02234 -0.03608 0.31986 846.609 52 20160203
3 0.0873 0.12855 0.09142 0 288.6568 75 20160203
3 0.16623 0.22476 0.19565 0 518.5387 84 20160203
3 0.19722 0.04792 0.25255 0.06981 917.7348 198 20160203
3 -1 0 0 0 4500 231 20160203
3 0.12551 0.21535 0.17212 0 518.5858 296 20160203
3 0.26642 -0.00734 0.10832 -0.07631 1061.5331 306 20160203
3 0 -1 0 0 4400 336 20160203
3 0.09932 0.12962 0.1036 0 288.5564 356 20160203
3 0.0207 0.00308 0.01114 0.11004 234.8498 364 20160203
3 0.16808 -0.00803 0.08391 -0.12754 933.2757 365 20160203
3 0.07689 0.12627 0.08501 0 288.6753 401 20160203
3 0.18146 0.03847 0.20405 0.06435 751.0854 470 20160203
3 0.29312 -0.00705 0.12123 -0.06366 1152.2833 493 20160203
3 0.1476 0.21734 0.19439 0 519.4029 495 20160203
3 -0.16358 0.00787 -0.08427 0.12955 986.7046 570 20160203
3 -0.29312 0.00705 -0.12123 0.06366 1408.7167 620 20160203
3 0.27546 0.03687 0.12309 0.29161 692.5904 645 20160203
3 0 1 0 0 7000 646 20160203
3 0.10234 0.00372 -0.01461 0.03022 430.9183 652 20160203
3 -0.10234 -0.00372 0.01461 -0.03022 436.0817 701 20160203
4 0.08657 0.12816 0.08789 0 285.6843 93 20160203
4 0.18146 0.03847 0.20463 0.06561 790.067 99 20160203
4 0.0207 0.00308 0.01112 0.10869 231.8635 109 20160203
4 0 -1 0 0 4400 135 20160203
4 0.26642 -0.00734 0.1082 -0.07578 1076.529 139 20160203
4 -1 0 0 0 4500 146 20160203
4 0.10176 0.12952 0.10325 0 285.5579 258 20160203
4 0.11671 0.21075 0.16799 0 513.5351 267 20160203
4 0.14401 0.2132 0.1956 0 514.308 270 20160203
4 0.16808 -0.00803 0.08371 -0.13406 989.3429 284 20160203
4 -0.07606 0.02234 -0.03601 0.28619 834.945 361 20160203
4 0.10234 0.00372 -0.01473 0.03058 432.9159 381 20160203
4 0.27546 0.03687 0.12282 0.29415 656.5677 407 20160203
4 0.19722 0.04792 0.25308 0.07121 957.7155 475 20160203
4 -0.29312 0.00705 -0.12108 0.06119 1407.7399 479 20160203
4 0.29312 -0.00705 0.12108 -0.06119 1152.2601 490 20160203
4 0 0 1 0 5601 560 20160203
4 -0.10234 -0.00372 0.01473 -0.03058 434.0841 587 20160203
4 0.07371 0.12527 0.08019 0 285.7035 602 20160203
4 0 0 -1 0 4801 608 20160203
4 0.16755 0.22239 0.19772 0 514.4706 615 20160203
4 -0.16358 0.00787 -0.08404 0.13643 937.6335 642 20160203
4 -0.18439 0.00862 -0.08803 0.14389 1019.6138 676 20160203
4 0.29209 -0.00484 0.07708 -0.03851 1099.5175 706 20160203
5 0.18146 0.03847 0.20449 0.06475 780.077 3 20160203
5 -0.18439 0.00862 -0.08793 0.14082 987.6435 47 20160203
5 0.02064 0.00313 0.01109 0.11377 242.814 87 20160203
5 0 0 -1 0 4801 149 20160203
5 0.13979 0.23345 0.15083 0 531.1607 167 20160203
5 -0.16358 0.00787 -0.08394 0.13347 904.6621 235 20160203
5 0.19234 0.24137 0.19417 0 530.8857 260 20160203
5 0.12358 0.21849 0.17577 0 530.6121 338 20160203
5 0.26642 -0.00734 0.10809 -0.07516 1096.5239 416 20160203
5 0 -1 0 0 4400 464 20160203
5 -0.10234 -0.00372 0.01473 -0.0302 448.0803 482 20160203
5 0.10234 0.00372 -0.01473 0.0302 418.9197 494 20160203
5 -0.07606 0.02234 -0.03596 0.27516 751.0548 532 20160203
5 0.27546 0.03687 0.1227 0.28892 625.6212 537 20160203
5 0.29209 -0.00484 0.077 -0.03857 1108.5189 558 20160203
5 0.16407 0.23883 0.1656 0 531.1206 568 20160203
5 0.19722 0.04792 0.25291 0.07029 949.7264 589 20160203
5 0.29312 -0.00705 0.12095 -0.06116 1176.2611 600 20160203
5 -0.29312 0.00705 -0.12095 0.06116 1384.7389 617 20160203
5 0 0 1 0 5601 660 20160203
5 0.16808 -0.00803 0.08361 -0.13121 1013.3154 665 20160203
5 0.17666 0.23063 0.20687 0 530.5439 731 20160203
5 0.15185 0.22103 0.20434 0 531.3772 733 20160203
5 -1 0 0 0 4500 734 20160203
6 -0.16358 0.00787 -0.08397 0.13 890.6971 2 20160203
6 0.27546 0.03687 0.12271 0.28247 785.6856 51 20160203
6 0.11168 0.13987 0.11388 0 308.6586 85 20160203
6 -1 0 0 0 4500 122 20160203
6 0.19722 0.04792 0.25223 0.06918 962.7443 137 20160203
6 0.12521 0.20446 0.1336 0 463.7532 157 20160203
6 0.18146 0.03847 0.20371 0.06372 792.0951 161 20160203
6 0.0764 0.12816 0.10434 0 308.5198 229 20160203
6 0.05319 -0.00343 0.02745 0.13995 343.2574 249 20160203
6 0.1462 0.20816 0.14926 0 463.6706 304 20160203
